date,temperature,rainfall,population_index,water_demand
2020-02-23,9.690121263987265,0.0,100.06773918253742,507349.903253698
2020-02-24,20.15456105391106,0.0,100.49568659299925,492633.0201508434
2020-02-25,15.380337568030338,0.0,100.3553952187739,482688.85603552434
2020-02-26,20.9039168538928,0.0,100.64749880488779,476687.1003380068
2020-02-27,17.62314458583647,0.0,100.45000877956704,457458.1831280428
2020-02-28,15.841186536187298,0.0,100.00383285529531,461224.95653961966
2020-02-29,19.483022590178244,0.0,100.72682138408699,541965.2055885713
2020-03-01,14.302438425381073,0.0,99.43199370050687,483201.8207863514
2020-03-02,14.945199484364728,0.0,100.22242838156653,499379.43824228924
2020-03-03,19.59334263986891,2.498520214810987,100.98944815838286,471152.0441967061
2020-03-04,19.328091529173534,0.0,100.20662859022107,465248.8159787062
2020-03-05,23.185128788286182,0.0,99.84458049212526,453839.2940567645
2020-03-06,21.089206868559437,0.0,100.00345655030505,482965.48567201855
2020-03-07,11.512225178544341,0.0,99.94572219241275,513999.63079860725
2020-03-08,19.18913322313192,0.0,100.14726033381382,538441.4953513088
2020-03-09,19.796333431725607,0.0,100.94653074793973,478589.05336920806
2020-03-10,16.295547073984732,1.895255738771236,99.35625744774946,508334.47386422096
2020-03-11,17.55098679814418,0.0,100.54159682695092,468462.37773683557
2020-03-12,20.18618550215751,0.0,99.66287498715425,467634.74521714257
2020-03-13,17.769134638282992,0.0,100.50316893598202,491568.66588684474
2020-03-14,19.262714505214706,0.0,101.53444636064098,560149.0906391721
2020-03-15,17.845112352561557,0.0,100.83816934210837,550100.8523820763
2020-03-16,25.881854714841623,0.0,99.34550476860983,484312.5077864335
2020-03-17,17.206758346644822,0.0,99.45654327439144,499571.31585471536
2020-03-18,21.370061924844286,3.95970758677455,100.78932223850516,518461.46204691613
2020-03-19,21.928713105904652,0.0,101.01350528309203,493844.28271915077
2020-03-20,14.860596412727368,0.0,100.56704758935614,504602.2500282288
2020-03-21,12.815221950235406,0.0,100.56436974779939,554825.4224263217
2020-03-22,24.892680574937767,0.0,100.21508773566916,576870.8961201767
2020-03-23,17.312982380546302,0.0,99.76127108698518,513350.9499218876
2020-03-24,23.8688945271428,0.18248730456250395,100.61716911934734,492138.50247506186
2020-03-25,25.512516969180894,0.0,100.54144482868276,544483.3144378292
2020-03-26,24.11005333008802,0.0,100.78459291117936,551222.2972933701
2020-03-27,18.306491270083193,0.0,100.99656403427137,467287.15739761846
2020-03-28,17.82207850256868,0.0,100.57286615021127,501064.97378961195
2020-03-29,20.081896987498645,0.39394855280514773,99.62655516605908,556952.1083099323
2020-03-30,22.863966942919923,0.0,101.04503296859797,483610.7123990988
2020-03-31,21.512260256463613,0.0,99.93851620960386,527911.3434768484
2020-04-01,24.29176523453036,0.0,100.0017274700703,532905.4518796048
2020-04-02,20.626948720447498,0.0,100.44652393986969,492695.3950072177
2020-04-03,20.72417783589922,0.0,100.45451328563014,522093.39482991665
2020-04-04,24.09559110330535,4.911373948245343,100.93661439162368,535441.3428820716
2020-04-05,20.50853086793842,1.1612975791928966,101.70345764392333,567048.2013664255
2020-04-06,21.003333859029546,0.0,100.81011506211281,535102.6639809273
2020-04-07,32.283834756457345,2.1338711005336384,99.72406352429637,528140.2248358519
2020-04-08,20.9415243059998,0.0,100.2094506416384,497712.25902193954
2020-04-09,28.434435596579537,0.8816397569494505,100.10120071886197,529897.8685821833
2020-04-10,30.65743492321804,1.1005405697786004,100.02501569181251,526883.404327561
2020-04-11,21.06798207431956,0.0,99.59220126475519,606616.700104535
2020-04-12,23.937206389391896,0.5999733221339714,100.3254866849457,566454.2436014669
2020-04-13,22.866559187368722,0.3111306709137714,99.30861375257673,545865.631298652
2020-04-14,25.340018620236712,0.3446216888108313,100.2770600207606,556841.7459352507
2020-04-15,25.82774558421293,0.0,101.59255839912935,591535.8122922672
2020-04-16,27.27848581524396,0.6210715364223983,100.71622959304746,467594.5467697604
2020-04-17,23.25672139484592,0.3792106209611855,100.90110020704725,496072.3244959627
2020-04-18,24.58609880660506,0.0,100.51298163031409,585747.5306213263
2020-04-19,23.12877538008322,1.6161363926863594,100.8576130726049,632329.462963646
2020-04-20,17.668630878993255,0.1436018325885111,100.6830295723587,540908.543481303
2020-04-21,26.695075271627577,2.6049646649226785,100.77242050342005,525283.4667871761
2020-04-22,23.913955095188662,4.046509165090806,100.75396113876829,581090.2644200544
2020-04-23,28.134387537754286,0.8665393438025413,100.48946724345521,583774.0788992929
2020-04-24,23.63438026936241,0.0,100.62919286301035,595948.4689685814
2020-04-25,26.78533139938347,1.1397831635468143,101.07164450851312,608409.2984237669
2020-04-26,23.289313740095878,1.7283944647718865,99.89160169668835,625762.8582731666
2020-04-27,27.096704221418662,1.1083082516450158,101.11931184032969,555615.6426767516
2020-04-28,24.754683830902035,2.0091088296056605,101.05697505720858,523062.80531265726
2020-04-29,26.565381846525614,1.2088478989158042,100.47350039046745,573540.025490821
2020-04-30,30.343542989305902,1.8433718430143005,101.1346458209761,582942.4217272949
2020-05-01,30.77034471352968,2.8560213670857513,100.27128326219413,512844.59387273475
2020-05-02,21.404533869833326,3.4231111087608115,100.75390077865518,669055.0113974921
2020-05-03,26.258221144441098,2.053060362187763,100.72379054695661,627977.9237983483
2020-05-04,28.433820700865702,2.3085134309227753,100.79967320375383,521645.6828714847
2020-05-05,23.088422046339062,4.049325122794131,100.18520721107772,531841.746312524
2020-05-06,27.39979199130347,3.3339162155104045,100.39142488773301,542183.1920201129
2020-05-07,30.56332614294518,2.5449168046047985,101.117050521048,493782.18287681317
2020-05-08,26.77624243098497,3.020309114754175,100.52849419850571,595244.9377806727
2020-05-09,26.80044222088266,1.3523067616842739,99.35340279428925,606851.4369787233
2020-05-10,26.997505001963148,3.237988554500979,100.19870989410404,618664.7356498203
2020-05-11,25.40179351169138,2.450935858695967,101.99944604064186,563364.8964986535
2020-05-12,27.94742184485432,7.2308915102163285,100.43139559125652,527278.9143253495
2020-05-13,27.911543499134908,2.217081942595839,101.41797848095206,489188.69124712335
2020-05-14,21.876472456028793,1.5911695877196916,100.55780459719865,546728.5868622066
2020-05-15,23.98846609397543,2.1244579514546147,100.55366425251694,555165.5242263031
2020-05-16,29.763918157802607,2.1992136406514446,101.1009074101534,588340.2151317907
2020-05-17,26.82891989723915,3.529982060695627,100.57019255031051,602091.2985813336
2020-05-18,30.93609651918562,2.1680206767648373,100.57051246359431,599618.1920923783
2020-05-19,25.340825250119224,8.324474431639791,100.9195245860308,512661.1033202945
2020-05-20,31.443066580432784,3.056406912435572,100.14117028400901,538188.8141136396
2020-05-21,32.70268945343278,3.5103348189841537,101.3907313885062,505892.9266355174
2020-05-22,23.576795224867986,2.8254250733141717,100.50038789379487,568104.6570718612
2020-05-23,28.803497840694327,4.536681783742298,100.6104536139301,650467.4880274785
2020-05-24,35.45868053082947,4.467802624902984,100.13955146990098,618701.4576129481
2020-05-25,24.178081763049004,4.108242415178577,101.30381728409697,569525.8582614986
2020-05-26,29.906165699408245,4.598999611164208,100.29282512157127,568908.7816326225
2020-05-27,28.73228369789183,4.481761618578393,100.4877596767043,556461.2556903375
2020-05-28,30.825352523586908,4.85560119747883,100.49987525855182,517255.3077514344
2020-05-29,26.5657191728465,2.437923531870402,101.09808313045676,519666.0473853145
2020-05-30,35.63964382982605,3.540600657807333,100.38738654790205,648590.5697325652
2020-05-31,27.726286990417996,4.02157242672895,99.97725290843488,642109.8624033764
2020-06-01,28.451384773827062,6.800632230603045,101.81501157813149,560607.0743178263
2020-06-02,24.88593648541076,3.6045202947081343,101.14916844706269,590242.6738575972
2020-06-03,31.474284142226566,2.4855764905023543,100.17875760557791,565202.2628805327
2020-06-04,32.848777692223464,4.2251062579515155,101.12379404313275,599363.8795084251
2020-06-05,32.20019843331965,5.957600495631544,101.06417549417911,569158.7102432748
2020-06-06,30.553658870736044,2.924491772218926,101.078154112258,624829.3483527725
2020-06-07,33.16373915742207,4.16683662369841,101.32944430783122,612318.4749042076
2020-06-08,30.099608628540068,4.086687862697705,100.97683774547706,553172.5104452998
2020-06-09,33.61032682171089,4.198406222021893,101.59472855314331,579339.1161603387
2020-06-10,32.96749149131599,2.892134591256179,100.2019768730653,589826.0513455903
2020-06-11,32.038134800287054,4.465618949933733,100.62353377806092,605137.8154037035
2020-06-12,36.81767959877544,4.095362413544778,100.046737481415,519586.8005444095
2020-06-13,27.323206764909386,6.165977562933714,100.39005963486399,579447.5121523389
2020-06-14,24.157235431777913,3.326034528842618,101.3907490146378,618096.3765594044
2020-06-15,29.824104081816152,5.243857740399911,101.48760980317086,610867.418051662
2020-06-16,25.27388805169939,5.175426845365796,101.18721758156383,541055.0406890012
2020-06-17,28.50418142170034,4.468072835464475,101.62525242095455,551472.4869747118
2020-06-18,27.50038451761305,5.1391250119760095,100.56786634922796,537958.1175362905
2020-06-19,37.071984601605315,5.6356882313319545,100.61954908923394,557381.4351772036
2020-06-20,30.856896830136773,5.061057024552685,100.50613721889447,620255.1457580923
2020-06-21,24.750145900606377,6.067122721878208,100.51643335963331,609430.2310546013
2020-06-22,32.073598231388196,7.529467169474696,99.2019559514072,530754.2017742485
2020-06-23,33.5967716570145,5.147562178804362,101.2887790144448,620650.507526173
2020-06-24,31.71929105419182,4.468243738284622,101.41980479153185,581939.2265953546
2020-06-25,31.16902880715843,5.564222998637611,101.49211731232259,599547.6552553851
2020-06-26,34.08037752137152,9.773263703268912,100.88069472145375,570243.2592413502
2020-06-27,33.532212367312326,7.478464595738229,100.9841002639425,662292.6877593672
2020-06-28,30.461834268265594,4.952059697014708,101.35185437467169,579214.4694827535
2020-06-29,34.346863719968184,7.997976608396641,101.24968810199998,569279.8519532704
2020-06-30,33.4584155695409,3.4944846883914273,100.76293509862204,578488.3614845246
2020-07-01,33.01946295053798,5.667816173614226,101.5891504984986,524634.8410521093
2020-07-02,28.086000569054555,5.337704489023366,100.9315835555348,501685.13721432706
2020-07-03,31.920446383219186,6.0506183238333735,100.27857168069957,497376.59860016644
2020-07-04,31.002550851326717,4.477080943197686,101.56898139438596,665494.6609999096
2020-07-05,28.970835896000608,3.839288976653286,101.9368497633687,594532.926388513
2020-07-06,25.014213387566915,4.299976462454465,101.46795229732102,555148.5852350688
2020-07-07,27.40804970934466,6.436114916979212,101.49973646511782,549694.8473785303
2020-07-08,31.004224296233946,9.029171743747817,101.38382021459279,582526.8090783875
2020-07-09,30.811751737032296,5.607442080403097,101.13370068228208,580066.3876883328
2020-07-10,29.10421230178209,6.707255042663178,100.70272189685309,605550.8196126764
2020-07-11,29.191626512188915,5.311529190271332,101.46671806983261,595246.3409447308
2020-07-12,27.90947544364075,3.255527283092153,100.82572168018943,545364.2018700663
2020-07-13,24.429506012387193,5.750358367722289,101.24341937687258,565199.3366067142
2020-07-14,29.039155422032245,4.967011095036828,102.26384596080818,561685.2555529047
2020-07-15,30.61412826521586,7.5481327762897354,100.63015292153635,555371.865251283
2020-07-16,28.157004187861407,5.892233535717294,101.17149713073938,524640.3891039874
2020-07-17,31.85365869021997,5.9462548108183855,101.21702729923356,535517.9055160036
2020-07-18,34.24276893670609,5.302194260794711,101.53234895500852,637312.9349894433
2020-07-19,31.87269871400762,8.899596667717839,101.74893000188,621565.5662699045
2020-07-20,34.864453605713145,4.226547050521181,100.91095308186895,567822.444804224
2020-07-21,25.45601634528646,4.369985612933112,101.08901781253202,610356.2078423101
2020-07-22,33.642918391219474,16.5349691892041,101.12567836331034,559412.3679111128
2020-07-23,30.207883058536172,3.9015094484588175,100.98347016827569,510774.6920138096
2020-07-24,29.469562740278334,5.4884496902861,100.18547478280747,520487.3564891015
2020-07-25,23.488589234062772,6.8207742182137885,101.66246337088192,599319.637733544
2020-07-26,27.555825543201035,7.473748631539056,101.86687583347927,647528.9376235158
2020-07-27,26.094327823343356,5.166136283726602,101.29598872413118,537304.5590074053
2020-07-28,22.914492030752736,4.693436580478249,101.52542131464226,466552.49098310136
2020-07-29,31.20488482918614,3.9684103637317802,100.4977148177416,582746.297713528
2020-07-30,26.24581030040555,5.033213574052601,100.37259012395131,530781.3554533828
2020-07-31,21.251504075889184,4.910224074307175,100.3777326907869,521129.95649758686
2020-08-01,31.925088442772754,5.841165154017559,101.00069060277107,662826.6061221374
2020-08-02,28.452251325879576,5.020648888613252,101.01533868303335,606858.2842728152
2020-08-03,26.207276433845276,5.519923147865776,101.10702001061273,510770.6196124361
2020-08-04,26.497282394229018,4.968121258227867,101.63612721473594,550443.399543059
2020-08-05,29.938551350667716,1.5860259132590984,100.74788217316,569531.7773508265
2020-08-06,24.00431776028708,5.087773398655759,100.87705055004795,583365.42085168
2020-08-07,26.120856693122526,4.620847155330461,101.17897748526639,591297.3905011821
2020-08-08,29.45300234932177,4.6696410394758585,101.75267083964282,632555.7724513753
2020-08-09,28.349555870132473,3.176330581188191,100.81958057953848,607413.2845539064
2020-08-10,29.31614862967774,4.022992499484017,102.01773754034693,558198.6265009939
2020-08-11,25.433742225084437,5.194231608747027,101.739829432217,548909.5973352119
2020-08-12,28.194277492049938,4.819061502387358,101.14682933496995,536853.0088099272
2020-08-13,25.372545399471353,4.151525733812716,100.58833389439823,486718.4092718709
2020-08-14,23.09640911012023,5.6395667246142365,100.91335266745398,489259.95902922424
2020-08-15,30.536381742692786,5.04667081085438,100.1137743300213,559291.3113739464
2020-08-16,25.64453909550321,5.111624989951352,100.54902491100239,527575.2091756365
2020-08-17,28.38998268450332,6.372735236772283,101.58928693007799,545061.2008906024
2020-08-18,24.417798038529,4.271378393735783,100.87780764343833,517562.3993108735
2020-08-19,19.949036755206883,4.46040489969842,101.35022685663324,556843.103084107
2020-08-20,27.63342127243006,2.197987718341393,100.9641081392794,495262.44223712763
2020-08-21,24.324787782790242,3.5521806573381998,101.32394811346202,492595.0595175478
2020-08-22,22.77121082888887,3.973004418734995,101.97545844809923,576560.0268302127
2020-08-23,22.68479175408821,3.657647780093732,101.34339088196249,591331.4279944754
2020-08-24,24.413321042876362,4.050852657452273,100.58643082613729,563287.3021200269
2020-08-25,20.378947840696497,2.779355312748474,101.69467590043038,510501.0718870981
2020-08-26,29.411837027745115,4.537250902317299,102.41006483299124,494898.9566392332
2020-08-27,25.367616679004175,2.6115415332284844,101.21156541381289,523067.9346137382
2020-08-28,23.766250540766393,3.1350508793612017,100.5412277858447,524289.5741037958
2020-08-29,27.85250902199334,1.531371663260518,100.91335730227327,631899.0311911069
2020-08-30,28.345314720246186,2.596772213213849,101.47203037896674,564641.5889028505
2020-08-31,18.280278526892282,3.825553270111031,100.77579147908747,487763.5514742401
2020-09-01,21.225995934949044,2.817404109650389,101.44856779028092,476126.8149540726
2020-09-02,23.813717323462566,3.779409397770406,100.75086721769338,477683.5563683663
2020-09-03,24.740623980371183,4.822492641074653,100.99015722785825,503075.46464286867
2020-09-04,24.164378823102833,5.223571039490766,101.43283817526,468337.01155757066
2020-09-05,21.988751056044602,1.8296487228781795,102.01065740597562,537496.9846775377
2020-09-06,20.5530458465169,11.035301592118392,101.39564624997544,568876.3789057722
2020-09-07,22.21204069162027,3.8149776112360962,101.46066793150841,496911.6732704757
2020-09-08,22.218220590260604,2.3614837625159777,100.83484200337591,485336.299917933
2020-09-09,19.535315341998412,2.200354979344962,100.45753258314421,515686.1394983221
2020-09-10,18.168171516183683,0.210905453478905,101.79929352638378,518092.25957929005
2020-09-11,22.061843680986733,2.286106374535353,101.42754303735408,504841.0144560684
2020-09-12,23.8944245948228,1.9205662156467087,101.67634585242297,579034.5454441417
2020-09-13,19.44475783864226,1.8970156788606276,101.66587756033117,530914.2329366504
2020-09-14,20.879316471343593,2.0461497767909718,101.29054696217463,507854.9711711534
2020-09-15,28.017816701116303,1.676418659432084,101.41379442114382,477761.4704015387
2020-09-16,17.256069188513603,1.5920395142680541,101.6679951298353,502222.4360873232
2020-09-17,14.872276259919452,1.170878541222094,100.94994707932871,492221.97767207137
2020-09-18,16.478428849111896,2.3369428359175917,100.94185504294641,500458.1727335572
2020-09-19,17.86949109313012,1.593449182805988,101.50494636232419,537300.0242381654
2020-09-20,17.923280736924866,1.2722384171566312,101.44395536657976,526692.8375261528
2020-09-21,14.988660205413662,2.4052793360777676,100.16465111635557,503380.0045600983
2020-09-22,15.319108211465934,1.1857729115169136,102.05101631034357,487297.6746896683
2020-09-23,21.884034765030542,3.1662495926944416,101.2568295234528,486181.49450838566
2020-09-24,21.665987341557983,1.9810289522389697,100.96105937881546,488820.54899643664
2020-09-25,13.025068288629347,3.2217732366614027,101.44996109253091,453895.51139003475
2020-09-26,17.404875078038636,0.19258386120674975,100.31776603270943,525473.2886301904
2020-09-27,15.939814625653531,0.0,101.14007962161052,567941.542046622
2020-09-28,16.577407934839467,6.41089610388497,102.55877185931087,457866.2379161483
2020-09-29,20.450994624157573,1.1233818136924816,101.16537309532626,491367.73096867534
2020-09-30,14.481817381659962,0.8018210642395256,102.49781579481818,491438.25080919004
2020-10-01,16.791277790241878,0.8630084451682964,100.82306168296152,457462.3334672436
2020-10-02,21.320664011618078,0.0,101.27642295394116,479660.25666353584
2020-10-03,18.399907569347786,0.0,102.00565487901933,518318.502327363
2020-10-04,13.120424014662909,2.157540329687794,102.17723165879187,535510.6845081772
2020-10-05,18.587871922257023,9.391417301179818,101.19687932282038,480650.89470907324
2020-10-06,17.22642315682324,0.49429736773311655,101.89704321209209,496184.7681029665
2020-10-07,14.33022071351023,0.49896089165889257,101.00724243652732,427083.62403271976
2020-10-08,22.897018118600016,0.0,101.29324621318396,476374.44846233464
2020-10-09,17.197742884627573,0.0,101.97089356700792,466864.4528760459
2020-10-10,15.903916727756533,0.16432431426214172,102.15302788403758,522640.4845305755
2020-10-11,18.911092854116422,0.5302270757711741,101.64217858536239,489655.47181025264
2020-10-12,17.285485489647666,0.0,101.57241317048467,439986.05333748163
2020-10-13,17.41203538870834,0.3476657371039867,101.68305657295902,534806.4376596239
2020-10-14,17.46872235706786,0.0,101.73251259980204,495327.93078224757
2020-10-15,13.7497981849024,0.0,101.46918172592713,448159.9371733816
2020-10-16,13.721398790272389,0.0,101.93911913353071,502966.89968536724
2020-10-17,13.766423442269241,0.0,101.5176993368698,512975.6519785619
2020-10-18,12.804419844363522,0.0,100.86528736817961,479023.38405843964
2020-10-19,13.646745298180134,0.0,102.45920560586927,458573.25465552445
2020-10-20,15.535044164162555,0.0,102.44177816568528,450913.6922656579
2020-10-21,18.213832489371725,0.14506939585383105,102.71386639656977,463513.70259920886
2020-10-22,14.94829467163607,0.0,102.64300134844274,494836.5054521932
2020-10-23,17.497503203106497,2.8551688223373475,101.20865934238279,448157.29489326815
2020-10-24,13.772779419398162,0.0,102.09718120818167,524278.21461325715
2020-10-25,5.822354013186146,0.20660857330029236,101.20714782600119,488990.6970099163
2020-10-26,15.44466382506356,0.0,101.12219483610056,498216.29026878276
2020-10-27,17.530802823578558,0.08275596459055545,101.45369527909503,482883.514849131
2020-10-28,19.386491952720526,0.8070140817595745,101.71575250821604,416124.89894737187
2020-10-29,14.569122060510843,0.0,101.90762045445588,443481.03310254664
2020-10-30,9.958648269599836,0.0,101.64257426385316,489020.9659717067
2020-10-31,18.32288908503384,0.0,101.8392325714841,474880.01747697685
2020-11-01,14.397723557513096,0.0,101.61727820500886,491307.28897335456
2020-11-02,10.452539877636246,0.0,101.25272673961558,424560.6705752617
2020-11-03,12.051733381251225,0.0,101.66769631832693,430737.4924351731
2020-11-04,5.569325726354533,0.0,101.80743146383921,443194.9305481641
2020-11-05,14.830204950188959,0.0,102.13170927819641,429522.4582840291
2020-11-06,9.274878812152695,0.0,101.92813428172113,442607.37885411456
2020-11-07,7.645962018293982,0.0,101.33313720827118,462799.61733306904
2020-11-08,12.980567087801342,0.0,101.55817638170545,491485.3686765296
2020-11-09,13.407062915790496,0.46808804726037034,101.07829105303334,437553.63941856363
2020-11-10,10.815521176009153,0.0,102.0265530393914,487335.54724445264
2020-11-11,12.117407831360232,0.0,101.39887049192873,438239.16452815034
2020-11-12,10.066288037228409,0.0,102.3089729186923,423916.23991393636
2020-11-13,7.512456060658722,0.0,101.58761587757175,400736.8901115356
2020-11-14,14.401678486707864,0.0,101.25231394043504,482398.3965534616
2020-11-15,14.771465031974296,0.0,101.8011886145651,449851.63569905993
2020-11-16,14.320404213432898,0.0,102.34414267388357,453739.4819815714
2020-11-17,13.767803424816707,0.0,101.99795291149981,420619.3110409742
2020-11-18,9.452422339019092,0.0,101.62833007927068,443597.80566197436
2020-11-19,9.657538593788063,0.0,101.28905950315357,440356.9236464141
2020-11-20,17.401199816119433,0.0,101.7842481148503,470588.2555120099
2020-11-21,10.893865195432925,0.0,102.35202302081775,513489.26286712853
2020-11-22,7.4875437830954,0.0,102.67963576702735,482062.7478240751
2020-11-23,8.562897504547132,0.0,101.87292345069152,458717.7421932727
2020-11-24,7.886490100513151,0.0,101.71151224388188,456529.3580669488
2020-11-25,10.56240627438798,0.0,101.30007972642152,417811.9918576187
2020-11-26,13.290281349866621,0.0,101.60937115689697,411906.2515922833
2020-11-27,15.549787748725631,0.0,101.05154544753726,457732.90309794305
2020-11-28,10.332581422458412,0.0,101.36443897652235,477600.5792794894
2020-11-29,7.045291285525975,0.0,101.62077682128015,479779.74161988765
2020-11-30,8.998371386104763,0.0,101.89052056926225,468875.888981673
2020-12-01,7.471313104014763,0.0,102.08980558958481,430365.3529017559
2020-12-02,11.473366743544009,0.0,101.23232790338447,443816.96810651163
2020-12-03,11.191573633428318,0.0,101.77757746010874,406893.10103114374
2020-12-04,13.649574709883607,0.0,101.9758845237434,429006.97852560045
2020-12-05,9.72344479299788,0.0,101.74400774740472,478101.0196347945
2020-12-06,8.940969420830278,0.0,102.22986582183451,483830.2732548482
2020-12-07,7.403795156456895,0.0,102.19567355598572,416747.76672904374
2020-12-08,11.195026842987282,0.0,101.75977325263713,418742.60110491037
2020-12-09,10.087503639417278,0.0,101.0738410213949,438577.7101324337
2020-12-10,13.268289338385323,0.0,102.09670958527445,448244.82911128737
2020-12-11,12.800484565889741,0.0,102.25522932113473,415101.5150976622
2020-12-12,10.320495261613079,0.0,101.92862724372114,495058.855596662
2020-12-13,7.270057541335008,0.5354909371525448,102.38672445537686,476035.58125534176
2020-12-14,10.604794611609,0.0,100.99963421669722,406954.12728369195
2020-12-15,14.445099230363072,0.0,101.84145123841051,448591.3628710705
2020-12-16,14.849599533161964,0.0,101.40849143409045,443342.9633492695
2020-12-17,7.109059871592976,0.0,103.00669790794896,422782.45435340004
2020-12-18,10.370914836734865,0.0,103.07219448735677,431929.94642743585
2020-12-19,9.683415623746152,0.0,101.62639425559003,464438.8900120948
2020-12-20,8.71376362874717,0.0,101.8277080628882,417202.78975459654
2020-12-21,11.362393525217337,0.0,101.84086473247552,425539.879281829
2020-12-22,13.267312728379478,0.0,101.01127319120596,426057.3185367228
2020-12-23,9.544011135511466,0.0,101.79485993251514,406897.16922909935
2020-12-24,13.265918418772497,0.0,101.76035874825592,413004.6715932687
2020-12-25,5.921230110943105,0.0,102.09900607357734,432843.7847992154
2020-12-26,5.330138834558505,0.0,102.04340495383636,449406.41507705033
2020-12-27,7.971161411842452,0.0,100.90059209401684,444560.54479981784
2020-12-28,9.487882687166488,0.0,102.2379908131243,422699.168888721
2020-12-29,13.828658713396138,0.0,101.93826397416613,429423.09656391246
2020-12-30,12.30517136790321,0.0,102.18385689408822,442613.91124038986
2020-12-31,10.389571667054401,0.0,101.15006879258868,409560.16408884904
2021-01-01,18.257798776098536,0.0,101.02445254414394,445280.4701043502
2021-01-02,12.82745766689801,0.0,101.68656447421034,512508.1307436941
2021-01-03,6.72065753505762,0.0,101.88232410767993,499524.5719392284
2021-01-04,11.929133445095342,0.0,101.95358560185431,446291.33051164105
2021-01-05,12.771611906081661,0.0,102.81909459057935,450538.9306640183
2021-01-06,7.4798484243406,0.0,101.54960088827806,414927.17882368894
2021-01-07,10.640831836828287,0.0,101.75625097365892,423576.3855751348
2021-01-08,5.49648495420583,0.0,101.22842216645802,448607.3209170033
2021-01-09,16.278463689120393,0.0,102.05114610461344,467204.6255973516
